0.219286,5.10959,3002.76,388.297,3015.88
0.0859522,4.98759,2863.01,6.01218,2865.29
0.603578,5.08411,3238.24,915.782,3248.24
0.422864,4.9977,2877.63,643.587,2878.14
0.182633,4.79888,2952.13,474.905,2957.25
0.386212,4.80899,2807.18,401.581,2809.28
0.0966812,4.64129,2667.19,244.937,2667.22
0.81777,4.97584,2789.32,1244.23,2791.22
1.01419,5.08772,3332.43,1606.32,3339.13
0.852034,4.75633,2795.53,1278.86,2798.4
0.697657,4.60704,2366.13,786.585,2375.55
0.493407,4.63784,2679.69,874.212,2685.13
0.0968126,4.27565,2156.64,298.103,2159.64
0.193494,4.45294,2527.65,485.421,2530.83
0.386642,4.43937,2252.88,367.152,2256.65
1.06645,4.65619,2246.64,1503.04,2308.5
1.22111,4.98138,2687.98,1829.1,2706.38
1.2391,4.76936,2698.78,1860.35,2704.24
1.40691,5.08966,3298.89,2210.07,3300.48
1.085,4.45273,2220.16,1462.85,2257.34
0.766575,4.40265,2396.66,1137.3,2398.29
0.939496,4.34848,1919.37,1182.37,2020.8
0.0995753,3.91789,1644.39,217.017,1653.65
0.196388,4.09554,1955.59,381.861,1956.38
0.389825,4.08711,1796.59,297.251,1823.59
0.483398,4.25365,2198.71,680.446,2199.24
0.659081,4.24772,1920.47,559.635,1965.03
0.101569,3.56382,961.794,104.563,984.587
0.201145,3.74971,1264.71,197.486,1267.54
1.26282,4.35752,1771.68,1812.01,2219.06
1.26217,4.17971,1642.44,1518.34,2058.32
1.43189,4.6661,2065.5,2155.25,2418.52
1.43707,4.45773,2014.55,2035.79,2350.85
1.80232,5.08978,3142.97,2826.39,3142.98
1.60924,4.98343,2503.22,2469.24,2641.07
1.61622,4.7719,2497.27,2455.21,2651.63
0.774826,4.08717,1834.37,1074.16,1907.23
0.947458,4.14986,1852.85,1024.46,1948.8
1.0923,4.0763,1493.33,1380.84,1973.88
0.40333,3.7628,1346.19,215.924,1404.35
0.495197,3.92254,1683.65,636.593,1693.88
0.704516,3.92853,1460.17,465.674,1607.81
0.107703,3.21237,151.568,-38.331,256.287
0.209273,3.41019,382.685,7.5101,395.636
0.395446,3.4466,711.995,92.7395,810.57
0.489928,3.61331,1015.44,296.784,1026.94
1.13604,3.9073,1516.73,1558.03,2016.41
0.238229,3.08181,-840.36,-94.8166,-76.0473
2.19982,5.08906,2914.13,3420.16,3422.34
2.00214,4.98284,2242.59,3104.15,3134.98
1.42303,4.05255,1438.62,2123.39,2504.82
1.35408,3.88651,1053.43,1436.04,2057.95
1.61909,4.35136,1532.71,2440.22,2697.27
1.60571,4.12399,1383.11,2108.59,2478.26
2.00349,4.77216,2209.55,3031.15,3116.93
1.81065,4.66757,1818.67,2796.91,2927.22
1.80834,4.4554,1736.62,2601.19,2810.9
0.692402,3.59612,955.957,448.739,1234.08
0.815122,3.75159,1344.42,921.024,1500.11
1.02275,3.74576,1090.05,849.941,1642.95
0.466181,3.15435,163.292,97.1172,300.637
0.521828,3.32131,236.14,265.377,409.77
0.718168,3.41157,746.951,147.302,874.944
1.1298,3.591,983.808,1283.06,1772.24
1.30599,3.60938,843.368,1173.95,1904.15
1.41697,3.74334,1112.07,1758.59,2251.68
1.70262,3.7049,708.252,2011.01,2574.21
1.563,3.6746,882.892,2099.65,2656.82
0.617296,3.02991,-697.259,99.3043,108.693
2.59886,5.08776,2534.09,3899.1,3916
2.39868,4.98083,1889.51,3743.27,3765.82
2.39828,4.76634,1775.42,3492.84,3602.55
2.20076,4.6639,1507.12,3422.74,3533.52
1.78115,4.0208,1001.01,2575.62,2966.7
1.80098,3.83649,990.466,2523.37,2938.41
2.19966,4.4549,1364.03,3123.61,3341.28
2.00009,4.351,1242.9,3048.29,3280.84
1.98627,4.14377,1098.32,2694.65,3039.55
1.98802,3.75659,677.256,2758.1,3275.39
0.864109,3.09056,314.648,122.783,540.676
0.909334,3.30526,478.057,722.446,1135.82
1.09733,3.39185,781.322,687.49,1295.51
1.2859,3.32025,604.773,1086.39,1850.51
1.52868,3.49053,706.614,1616.12,2237.82
1.38879,3.46715,848.943,1717.07,2254.66
1.81512,3.54924,781.314,2616.76,3118.43
1.97325,3.57993,541.701,2457.86,3025.88
1.62235,3.39216,801.72,2108.27,2755.41
1.76917,3.42058,468.729,1931.01,2604.26
1.01884,2.94191,-193.733,363.759,392.444
2.99802,5.08455,1440.28,3736.4,3972.02
2.79689,4.97631,1490.85,4426.57,4485.21
2.79514,4.75662,1077.93,3536.65,3818.75
2.59671,4.65358,1178.42,3948.85,4105.5
2.59841,4.43635,889.731,3343.21,3663.54
2.39887,4.3401,956.085,3561.51,3808.51
2.40402,4.12129,743.596,3140.39,3506.97
2.1729,3.82598,603.023,2829.9,3295.65
2.19099,4.02885,805.458,3210.57,3556.1
