0.065079,0.167763,-2.36483e-009,0,-8.60757e-010
0.164886,0.0677628,-3.1597e-009,6.43985e-010,-7.67911e-010
0.0743936,0.450577,-1.81739e-009,0,-4.29998e-010
0.139473,0.31834,-2.13408e-009,3.66535e-010,-2.13369e-010
0.31608,0.155999,-2.54392e-009,7.96507e-010,-1.54717e-010
0.290667,0.306577,-2.40539e-009,4.18802e-010,-6.47556e-010
0.450616,0.0882365,-2.79883e-009,8.24782e-010,-5.48088e-011
0.0779259,0.749259,-1.28569e-009,0,-1.78088e-010
0.15232,0.599836,-1.54493e-009,1.94306e-010,1.09203e-010
0.304482,0.598042,-1.69043e-009,2.15092e-010,-4.66278e-010
0.37775,0.43702,-2.02617e-009,5.15372e-010,-1.01986e-010
0.158227,0.898147,-1.01756e-009,1.16353e-010,3.09455e-010
0.0803008,1.04889,-7.66864e-010,0,-3.14876e-011
0.526446,0.441203,-2.00722e-009,5.17555e-010,-3.50085e-010
0.606249,0.168214,-2.43735e-009,7.16784e-010,-5.32486e-011
0.629723,0.322974,-2.43717e-009,6.98135e-010,-5.25086e-011
0.754476,0.0799776,-2.80633e-009,8.48886e-010,1.50494e-011
0.318925,0.896027,-1.10434e-009,1.31136e-010,-3.0863e-010
0.390787,0.745345,-1.3748e-009,3.01208e-010,5.19066e-011
0.562746,0.742195,-1.46316e-009,3.40951e-010,-4.04578e-010
0.625137,0.599075,-1.7272e-009,4.63542e-010,7.39745e-011
0.402685,1.04464,-8.23498e-010,1.68354e-010,1.57641e-010
0.0814935,1.34831,-2.6274e-010,0,3.5547e-011
0.161794,1.1972,-5.05839e-010,5.45305e-011,4.1331e-010
0.32348,1.19507,-5.55142e-010,6.21866e-011,-2.2428e-010
0.163171,1.49639,-2.24124e-013,7.40313e-013,4.49887e-010
0.081678,1.64808,2.43398e-010,0,3.64524e-011
0.785195,0.396511,-1.98476e-009,5.95928e-010,-9.30581e-011
0.77964,0.562642,-1.97377e-009,5.71554e-010,-2.2192e-010
0.906892,0.160695,-2.3967e-009,7.06605e-010,-1.84153e-011
0.914136,0.322469,-2.3965e-009,7.27695e-010,-4.55985e-011
1.05068,0.0807178,-2.8047e-009,8.61089e-010,1.04728e-011
0.914544,0.654506,-1.50363e-009,4.23057e-010,-1.25945e-010
0.562925,1.04355,-8.61105e-010,1.73516e-010,-3.65165e-010
0.651125,0.89178,-1.18079e-009,3.07544e-010,6.24636e-011
0.803825,0.911508,-1.04097e-009,2.69097e-010,-3.43082e-010
0.921277,0.810342,-1.50355e-009,4.56748e-010,-1.43418e-010
0.645614,1.19269,-5.78772e-010,1.48412e-010,6.34051e-011
0.326863,1.49375,-1.84483e-011,1.92834e-012,-1.9259e-010
0.40687,1.34355,-2.78778e-010,5.60708e-011,2.1131e-010
0.568764,1.34226,-3.07662e-010,6.71658e-011,-3.38415e-010
0.409171,1.64102,2.60362e-010,-4.78045e-011,2.27534e-010
0.0810813,1.94723,7.50959e-010,0,-3.46974e-011
0.162759,1.79531,5.08264e-010,-5.84082e-011,4.15991e-010
0.326561,1.79088,5.19486e-010,-6.21892e-011,-2.12194e-010
0.161441,2.09122,1.02388e-009,-1.3301e-010,2.98051e-010
0.0803596,2.24399,1.25344e-009,0,-1.94085e-010
1.06025,0.404942,-1.94461e-009,5.77969e-010,-6.02158e-011
1.06622,0.570848,-1.94419e-009,5.79986e-010,-1.1887e-010
1.2046,0.655092,-1.43336e-009,4.45201e-010,-1.14916e-010
1.20113,0.160824,-2.37241e-009,6.96211e-010,-1.8721e-011
1.20346,0.323274,-2.37261e-009,7.30124e-010,-5.19581e-011
1.34813,0.0801058,-2.80001e-009,8.61966e-010,-1.06225e-011
1.20371,0.837166,-1.43376e-009,4.23334e-010,-1.71522e-010
1.07206,0.908759,-1.01285e-009,3.03243e-010,-7.94958e-011
1.34016,0.90506,-1.01926e-009,3.04217e-010,-2.49181e-010
0.803564,1.19405,-5.89654e-010,1.61041e-010,-3.7663e-010
0.873576,1.06464,-8.85468e-010,2.46182e-010,2.27909e-011
1.0337,1.06137,-9.07325e-010,2.79715e-010,-4.14382e-010
1.36999,1.04481,-9.3196e-010,2.99558e-010,2.21286e-011
0.894083,1.34007,-2.84917e-010,4.72129e-011,3.82805e-011
0.577074,1.63928,2.57931e-010,-4.71597e-011,-3.47854e-010
0.65666,1.49073,-6.18197e-012,-6.64629e-012,9.2233e-011
0.824029,1.48717,-4.06055e-011,2.46565e-011,-4.07516e-010
0.658468,1.78412,5.37378e-010,-1.34447e-010,8.89149e-011
0.323131,2.08345,1.04818e-009,-1.37253e-010,-2.70754e-010
0.406573,1.93503,7.99426e-010,-1.49474e-010,1.81615e-010
0.570577,1.93001,8.16312e-010,-1.61783e-010,-3.81641e-010
0.395802,2.21077,1.33814e-009,-2.85786e-010,9.03309e-011
0.0875826,2.54771,1.81629e-009,0,-4.72351e-010
0.167942,2.3917,1.56936e-009,-2.241e-010,1.03016e-010
0.321694,2.36625,1.51206e-009,-1.91095e-010,-3.66919e-010
0.155049,2.68222,2.12738e-009,-3.6924e-010,-1.71733e-010
0.0674665,2.8345,2.39387e-009,0,-8.81639e-010
1.34916,0.402025,-1.92043e-009,5.66993e-010,-6.47346e-011
